State,County,Operational,Shutdown,Potential
NY,Fulton,1,0,1
NY,Herkimer,0,1,0
NY,Jefferson,1,1,1
NY,Kings,0,0,1
NY,Livingston,0,1,0
NY,Madison,1,0,0
NY,Monroe,1,0,0
NY,Montgomery,0,0,1
NY,Nassau,0,1,1
NY,Niagara,1,1,1
NY,Oneida,1,0,1
NY,Onondaga,0,1,1
NY,Ontario,1,1,0
NY,Orange,1,1,0
NY,Orleans,0,0,1
NY,Oswego,0,0,1
NY,Putnam,0,0,1
NY,Queens,0,0,1
NY,Rensselaer,1,0,0
NY,Richmond,0,1,1
NY,Rockland,0,0,1
NY,Saratoga,1,0,1
NY,Schenectady,0,0,1
NY,Seneca,1,0,1
NY,Steuben,1,1,0
NY,Suffolk,1,1,1
NY,Sullivan,0,0,1
NY,Tompkins,0,0,1
NY,Ulster,0,0,1
NY,Warren,0,0,1
NY,Westchester,0,1,1
NY,Wyoming,0,0,1
OH,Ashland,0,0,1
OH,Ashtabula,1,0,0
OH,Athens,0,0,1
OH,Auglaize,0,0,1
OH,Brown,1,0,0
OH,Butler,0,0,1
OH,Clark,0,1,1
OH,Clinton,0,0,1
OH,Columbiana,0,0,1
OH,Coshocton,0,0,1
OH,Crawford,0,0,1
OH,Cuyahoga,0,1,1
OH,Defiance,0,0,1
OH,Erie,1,0,0
OH,Fairfield,0,0,1
OH,Franklin,1,1,0
OH,Gallia,0,0,1
OH,Geauga,0,0,1
OH,Greene,0,0,1
OH,Hamilton,1,1,1
OH,Hancock,1,0,0
OH,Henry,0,0,1
OH,Holmes,0,0,1
OH,Huron,0,0,1
OH,Jackson,0,0,1
OH,Jefferson,1,0,1
OH,Lake,0,1,1
OH,Logan,0,1,1
OH,Lorain,1,0,1
OH,Lucas,0,1,0
OH,Mahoning,1,0,1
OH,Mercer,0,0,1
OH,Montgomery,1,1,0
OH,Muskingum,0,0,1
OH,Ottawa,1,1,0
OH,Perry,1,1,1
OH,Pike,0,0,1
OH,Portage,0,0,1
OH,Preble,0,0,1
OH,Putnam,0,0,1
OH,Richland,1,0,0
OH,Ross,0,0,1
OH,Seneca,0,0,1
OH,Stark,1,1,1
OH,Summit,0,1,0
OH,Trumbull,0,0,1
OH,Tuscarawas,0,0,1
OH,Warren,0,0,1
OH,Washington,0,0,1
OH,Wayne,0,0,1
OH,Williams,0,0,1
OH,Wood,0,1,1
OH,Wyandot,0,0,1
OK,Adair,0,0,1
OK,Beckham,0,0,1
OK,Canadian,0,1,0
OK,Carter,1,0,0
OK,Comanche,0,0,1
OK,Garfield,0,0,1
OK,Garvin,0,0,1
OK,Grady,0,0,1
OK,Kay,0,0,1
OK,Lincoln,0,0,1
OK,Major,0,0,1
OK,McClain,0,0,1
OK,McCurtain,0,0,1
OK,Muskogee,0,0,1
OK,Oklahoma,1,1,1
OK,Okmulgee,0,0,1
OK,Osage,1,0,1
OK,Payne,0,0,1
OK,Pittsburg,0,0,1
OK,Pottawatomie,0,0,1
OK,Seminole,1,0,0
OK,Sequoyah,0,0,1
OK,Tulsa,0,1,1
OK,Wagoner,0,0,1
OK,Woodward,0,0,1
OR,Baker,0,0,1
OR,Benton,1,0,0
OR,Clackamas,0,0,1
OR,Crook,0,0,1
OR,Deschutes,0,0,1
OR,Douglas,1,0,0
OR,Gilliam,1,0,1
OR,Harney,0,0,1
OR,Jackson,1,0,1
OR,Klamath,0,0,1
OR,Lake,0,0,1
OR,Lane,1,0,0
OR,Malheur,0,0,1
OR,Morrow,1,0,0
OR,Multnomah,0,1,0
OR,Umatilla,0,0,1
OR,Wallowa,0,0,1
OR,Wasco,0,0,1
OR,Yamhill,1,1,0
PA,Adams,0,0,1
PA,Allegheny,1,1,1
PA,Armstrong,0,0,1
PA,Beaver,1,1,0
PA,Bedford,0,0,1
PA,Berks,1,1,1
PA,Bradford,1,1,0
PA,Bucks,1,1,1
PA,Butler,1,1,1
PA,Cambria,1,1,1
PA,Chester,1,1,0
PA,Clarion,0,0,1
PA,Clinton,1,1,0
PA,Cumberland,1,1,0
PA,Dauphin,0,1,0
PA,Elk,1,1,0
PA,Erie,1,0,0
PA,Fayette,0,0,1
PA,Franklin,1,0,1
PA,Greene,0,0,1
PA,Indiana,0,0,1
PA,Lackawanna,1,1,0
PA,Lancaster,1,0,1
PA,Lebanon,1,1,0
PA,Lycoming,1,1,0
PA,McKean,0,1,0
PA,Mifflin,0,0,1
PA,Montgomery,0,1,0
PA,Northampton,1,1,1
PA,Perry,0,0,1
PA,Schuylkill,1,0,1
PA,Somerset,1,1,0
PA,Tioga,0,0,1
PA,Washington,1,0,1
PA,Wayne,0,0,1
PA,Westmoreland,1,1,1
PA,York,0,1,1
PR,Aguadilla,0,0,1
PR,Arecibo,1,0,0
PR,Arroyo,0,0,1
PR,Añasco,0,0,1
PR,Barranquitas,0,0,1
PR,Cabo Rojo,0,0,1
PR,Carolina,0,1,1
PR,Cayey,0,0,1
PR,Culebra,0,0,1
PR,Fajardo,1,0,0
PR,Florida,0,0,1
PR,Guayanilla,0,0,1
PR,Guaynabo,0,0,1
PR,Hormigueros,0,0,1
PR,Humacao,1,0,0
PR,Isabela,0,0,1
PR,Jayuya,0,0,1
PR,Juana Díaz,0,0,1
PR,Juncos,0,0,1
PR,Lajas,0,0,1
PR,Mayagüez,0,0,1
PR,Moca,0,0,1
PR,Peñuelas,0,0,1
PR,Ponce,0,0,1
PR,Salinas,0,0,1
PR,San Juan,0,0,1
PR,Toa Alta,0,0,1
PR,Toa Baja,1,0,0
PR,Vega Baja,0,0,1
PR,Vieques,0,0,1
PR,Yabucoa,0,0,1
PR,Yauco,0,0,1
RI,Bristol,0,0,1
RI,Newport,0,0,1
RI,Providence,1,1,0
RI,Washington,0,0,1
SC,Abbeville,0,0,1
SC,Aiken,1,0,1
SC,Allendale,0,0,1
SC,Anderson,1,0,1
SC,Bamberg,0,0,1
SC,Barnwell,0,0,1
SC,Berkeley,1,0,0
SC,Charleston,0,0,1
SC,Cherokee,0,0,1
SC,Chester,0,0,1
SC,Clarendon,0,0,1
SC,Dorchester,1,0,1
SC,Florence,0,0,1
SC,Georgetown,0,1,0
SC,Greenville,1,1,1
SC,Greenwood,0,1,1
SC,Horry,1,0,0
SC,Jasper,0,0,1
SC,Kershaw,0,0,1
SC,Lancaster,0,0,1
SC,Laurens,0,0,1
SC,Lee,1,0,0
SC,Lexington,0,1,1
SC,Oconee,0,0,1
SC,Orangeburg,0,0,1
SC,Pickens,0,0,1
SC,Richland,1,0,1
SC,Spartanburg,1,1,1
SC,Sumter,0,0,1
SC,Union,1,0,0
SC,Williamsburg,0,0,1
SC,York,0,0,1
SD,Brookings,0,0,1
SD,Brown,0,0,1
SD,Brule,0,0,1
SD,Clay,0,0,1
SD,Codington,0,0,1
SD,Davison,0,0,1
SD,Hughes,0,0,1
SD,Minnehaha,1,1,0
SD,Pennington,1,0,1
TN,Anderson,1,0,1
TN,Bedford,0,1,0
TN,Benton,1,0,0
TN,Bledsoe,0,0,1
TN,Blount,0,1,1
TN,Bradley,1,0,0
TN,Carroll,0,0,1
TN,Carter,0,0,1
TN,Cheatham,0,0,1
TN,Chester,0,0,1
TN,Claiborne,0,0,1
TN,Clay,0,0,1
TN,Cocke,0,0,1
TN,Coffee,0,0,1
TN,Cumberland,0,0,1
TN,Davidson,0,1,0
TN,DeKalb,0,0,1
TN,Decatur,0,0,1
TN,Dickson,0,0,1
TN,Dyer,0,0,1
TN,Fayette,0,0,1
TN,Fentress,0,0,1
TN,Franklin,0,0,1
TN,Gibson,0,0,1
TN,Giles,0,0,1
TN,Grainger,0,0,1
TN,Greene,0,0,1
TN,Grundy,0,0,1
TN,Hamblen,0,0,1
TN,Hamilton,0,1,1
TN,Hancock,0,0,1
TN,Hardeman,0,0,1
TN,Hardin,0,0,1
TN,Hawkins,1,1,1
TN,Haywood,0,0,1
TN,Henderson,0,0,1
TN,Henry,0,0,1
TN,Hickman,0,0,1
TN,Houston,0,0,1
TN,Humphreys,0,0,1
TN,Jefferson,0,0,1
TN,Johnson,0,0,1
TN,Knox,0,0,1
TN,Lauderdale,0,0,1
TN,Lawrence,0,0,1
TN,Lewis,0,0,1
TN,Lincoln,0,0,1
TN,Loudon,0,0,1
TN,Macon,0,0,1
TN,Madison,0,0,1
TN,Marion,0,0,1
TN,Marshall,0,0,1
TN,Maury,0,0,1
TN,McMinn,1,0,1
TN,McNairy,0,0,1
TN,Monroe,0,0,1
TN,Montgomery,1,0,1
TN,Morgan,0,0,1
TN,Obion,0,0,1
TN,Overton,0,0,1
TN,Perry,0,0,1
TN,Pickett,0,0,1
TN,Putnam,0,0,1
TN,Rhea,0,0,1
TN,Roane,0,0,1
TN,Robertson,0,0,1
TN,Rutherford,0,1,1
TN,Scott,1,0,1
TN,Sevier,0,0,1
TN,Shelby,1,1,1
TN,Smith,0,0,1
TN,Sullivan,0,0,1
TN,Tipton,0,0,1
TN,Trousdale,0,0,1
TN,Unicoi,0,0,1
TN,Union,0,0,1
TN,Van Buren,0,0,1
TN,Warren,0,0,1
TN,Washington,1,1,1
TN,Weakley,0,0,1
TN,White,0,0,1
TN,Williamson,0,0,1
TN,Wilson,0,0,1
TX,Angelina,0,0,1
TX,Bell,0,0,1
TX,Bexar,1,1,0
TX,Bowie,0,0,1
TX,Brazoria,1,0,0
TX,Brazos,0,0,1
TX,Brown,0,1,1
TX,Caldwell,0,0,1
TX,Cameron,0,0,1
TX,Chambers,0,1,0
TX,Cherokee,0,0,1
TX,Collin,1,1,1
TX,Colorado,0,0,1
TX,Comal,1,0,0
TX,Coryell,0,0,1
TX,Dallas,1,1,1
TX,Denton,1,1,1
TX,Ector,0,0,1
TX,El Paso,0,0,1
TX,Ellis,0,0,1
TX,Fort Bend,1,1,0
TX,Galveston,1,1,1
TX,Gray,0,0,1
TX,Grayson,0,0,1
TX,Gregg,1,0,0
TX,Grimes,1,0,0
TX,Hardin,0,0,1
TX,Harris,1,1,1
TX,Hidalgo,1,0,1
TX,Hill,0,0,1
TX,Hunt,0,0,1
TX,Jefferson,0,0,1
TX,Johnson,1,0,1
TX,Jones,0,0,1
TX,Kerr,0,0,1
TX,Kleberg,0,0,1
TX,Lamar,0,0,1
TX,Lavaca,0,0,1
TX,Limestone,0,0,1
TX,Lubbock,0,0,1
TX,McLennan,0,1,1
TX,Midland,0,0,1
TX,Mitchell,0,0,1
TX,Montgomery,1,1,0
TX,Nacogdoches,0,0,1
TX,Navarro,0,0,1
TX,Newton,0,0,1
TX,Nolan,0,0,1
TX,Nueces,0,0,1
TX,Ochiltree,0,0,1
TX,Orange,0,0,1
TX,Parker,0,0,1
TX,Polk,0,0,1
TX,Potter,0,0,1
TX,Randall,0,0,1
TX,Rusk,0,0,1
TX,San Patricio,0,0,1
TX,Scurry,0,0,1
TX,Smith,1,0,0
TX,Tarrant,1,1,1
TX,Taylor,0,0,1
TX,Titus,0,0,1
TX,Tom Green,0,0,1
TX,Travis,1,1,1
TX,Victoria,1,0,0
TX,Waller,0,0,1
TX,Webb,0,0,1
TX,Wharton,0,0,1
TX,Wichita,0,0,1
TX,Williamson,1,0,0
UT,Beaver,0,0,1
UT,Box Elder,0,0,1
UT,Cache,0,0,1
UT,Carbon,0,0,1
UT,Daggett,0,0,1
UT,Davis,1,0,1
UT,Duchesne,0,0,1
UT,Emery,0,0,1
UT,Garfield,0,0,1
UT,Grand,0,0,1
UT,Iron,0,0,1
UT,Juab,0,0,1
UT,Kane,0,0,1
UT,Millard,0,0,1
UT,Rich,0,0,1
UT,Salt Lake,1,0,1
UT,San Juan,0,0,1
UT,Sanpete,0,0,1
UT,Sevier,0,0,1
UT,Summit,0,0,1
UT,Tooele,0,0,1
UT,Uintah,0,0,1
UT,Utah,1,0,1
UT,Washington,0,0,1
UT,Weber,1,1,0
VA,Accomack,0,0,1
VA,Albemarle,0,0,1
VA,Alleghany,0,0,1
VA,Amelia,1,0,1
VA,Amherst,0,0,1
VA,Augusta,0,0,1
VA,Bedford,0,0,1
VA,Botetourt,0,0,1
VA,Bristol City,1,0,0
VA,Brunswick,1,0,0
VA,Campbell,0,0,1
VA,Caroline,0,0,1
VA,Carroll,0,0,1
VA,Charles City,1,1,1
VA,Chesterfield,1,1,1
VA,Cumberland,0,0,1
VA,Danville City,0,0,1
VA,Dinwiddie,0,1,0
VA,Fairfax,1,1,1
VA,Fauquier,0,1,0
VA,Franklin,0,0,1
VA,Frederick,1,0,0
VA,Gloucester,1,0,0
VA,Greene,0,0,1
VA,Greensville,0,0,1
VA,Halifax,0,0,1
VA,Hampton City,1,1,0
VA,Hanover,1,0,0
VA,Henrico,1,1,0
VA,Henry,1,0,0
VA,King George,1,0,0
VA,King and Queen,1,0,0
VA,Loudoun,0,0,1
VA,Louisa,0,0,1
VA,Lunenburg,1,0,0
VA,Lynchburg City,1,1,0
VA,Mecklenburg,0,0,1
VA,Montgomery,0,1,0
VA,Newport News City,1,0,1
VA,Northampton,0,0,1
VA,Nottoway,0,0,1
VA,Orange,0,0,1
VA,Page,0,0,1
VA,Petersburg City,0,0,1
VA,Pittsylvania,0,0,1
VA,Prince Edward,0,0,1
VA,Prince William,1,1,1
VA,Pulaski,1,0,0
VA,Roanoke,0,0,1
VA,Rockbridge,0,0,1
VA,Rockingham,0,1,1
VA,Scott,0,0,1
VA,Shenandoah,0,0,1
VA,Spotsylvania,0,0,1
VA,Stafford,1,0,0
VA,Suffolk City,1,1,0
VA,Sussex,1,1,0
VA,Tazewell,0,0,1
VA,Virginia Beach City,1,1,0
VA,Wise,0,0,1
VI,St. Croix,0,0,1
VI,St. Thomas Island,0,0,1
VT,Addison,0,0,1
VT,Chittenden,0,1,1
VT,Lamoille,0,0,1
VT,Orleans,1,0,0
VT,Washington,1,1,0
VT,Windham,0,1,0
WA,Adams,0,0,1
WA,Asotin,0,0,1
WA,Benton,0,0,1
WA,Chelan,0,0,1
WA,Clallam,0,0,1
WA,Clark,0,0,1
WA,Cowlitz,0,0,1
WA,Douglas,0,0,1
WA,Franklin,0,0,1
WA,Grant,0,0,1
WA,Grays Harbor,0,0,1
WA,King,1,0,1
WA,Kitsap,0,1,1
WA,Kittitas,0,0,1
WA,Klickitat,1,1,0
WA,Lewis,1,0,0
WA,Lincoln,0,0,1
WA,Mason,0,0,1
WA,Okanogan,0,0,1
WA,Pacific,0,0,1
WA,Pend Oreille,0,0,1
WA,Pierce,1,1,1
WA,San Juan,0,0,1
WA,Skagit,0,0,1
WA,Snohomish,0,1,0
WA,Spokane,0,1,0
WA,Stevens,0,0,1
WA,Thurston,0,0,1
WA,Walla Walla,0,0,1
WA,Whatcom,0,0,1
WA,Whitman,0,0,1
WA,Yakima,0,0,1
WI,Adams,0,0,1
WI,Brown,0,1,1
WI,Calumet,1,0,0
WI,Columbia,0,0,1
WI,Dane,1,1,1
WI,Dodge,1,1,1
WI,Door,0,0,1
WI,Douglas,0,0,1
WI,Eau Claire,0,1,1
WI,Green Lake,1,0,1
WI,Jackson,0,0,1
WI,Jefferson,1,1,1
WI,Kenosha,1,0,0
WI,Kewaunee,0,0,1
WI,La Crosse,1,0,0
WI,Lincoln,0,0,1
WI,Manitowoc,1,1,0
WI,Marathon,1,1,0
WI,Marinette,0,0,1
WI,Marquette,0,0,1
WI,Milwaukee,1,0,1
WI,Monroe,0,0,1
WI,Oneida,0,0,1
WI,Outagamie,1,1,0
WI,Portage,0,0,1
WI,Price,0,0,1
WI,Racine,1,1,0
WI,Rock,1,0,0
WI,Rusk,1,1,0
WI,Sauk,1,0,0
WI,Sawyer,0,0,1
WI,Sheboygan,0,0,1
WI,Vernon,0,0,1
WI,Vilas,0,0,1
WI,Walworth,1,1,1
WI,Washburn,0,0,1
WI,Waukesha,1,1,1
WI,Winnebago,1,1,0
WI,Wood,1,0,1
WV,Berkeley,0,1,1
WV,Brooke,0,0,1
WV,Greenbrier,0,0,1
WV,Harrison,0,0,1
WV,Kanawha,1,1,0
WV,McDowell,0,0,1
WV,Mercer,0,0,1
WV,Monroe,0,0,1
WV,Nicholas,0,0,1
WV,Ohio,0,0,1
WV,Pocahontas,0,0,1
WV,Putnam,0,0,1
WV,Raleigh,1,0,0
WV,Randolph,0,0,1
WV,Tucker,0,0,1
WV,Webster,0,0,1
WV,Wetzel,1,0,0
WV,Wood,0,0,1
WY,Campbell,0,0,1
WY,Laramie,0,0,1
WY,Natrona,0,0,1
WY,Sheridan,0,0,1
